Rxnorm	description
351267	buprenorphine 8 MG / naloxone 2 MG Sublingual Tablet
351307	guaifenesin 200 MG Oral Tablet [Iofen]
351415	oxycodone hydrochloride 20 MG/ML Oral Solution [Oxydose]
351836	Guaifenesin 100 MG/5 ML Oral Liquid [ORGADIN]
352362	acetaminophen / tramadol
352364	buprenorphine / naloxone
352452	Avinza
352575	De-Chlor HC
352576	De-Chlor HD
352673	Guaifenesin DAC Liquid
352695	Hydro-Tuss XP
352699	Hydron CP
352700	Hydron EX
352703	Hydrotuss HC
352704	Hydrotussin HD
352858	Oxydose
352870	Panlor SS
352894	Phrenilin with Caffeine and Codeine
352920	Procet
352923	Procof
352924	Procof D
352990	Suboxone
353062	Ultracet
353390	buprenorphine 2 MG
353391	buprenorphine Topical Product
353392	naloxone 2 MG
353616	Duromorph
353617	morphine 64 MG/ML
358355	Dilaudid Cough
359329	CARBETAPENTANE 20/GG 100MG/5ML SYRUP
359468	dyphylline 200 MG / guaifenesin 400 MG Oral Tablet
359601	"Chest Congestion Relief, 400 mg oral tablet"
359926	12 HR guaifenesin 300 MG / phenylephrine hydrochloride 10 MG Extended Release Oral Capsule
359928	12 HR guaifenesin 200 MG / phenylephrine hydrochloride 7.5 MG Extended Release Oral Capsule
360051	guaifen/phenylephrine/p-ephed 200-5-15/5 ORAL LIQUID (ML)
360444	fentanyl 0.004 MG/ML
360472	codeine 2.5 MG/ML
360473	guaifenesin 25 MG/ML
360474	guaifenesin 70 MG/ML
360479	guaifenesin 22 MG/ML
360860	pentazocine 60 MG/ML
360948	meperidine 25 MG
361008	codeine / guaifenesin / pseudoephedrine Oral Solution [Guaifenesin DAC Liquid]
362697	methadone Injectable Solution [Dolophine]
362720	meperidine Injectable Solution [pethilorfan]
362743	morphine Injectable Solution [Duromorph]
363067	cyclizine / morphine Injectable Solution [Cyclimorph]
363118	tramadol Injectable Solution [Zydol]
363457	levorphanol Injectable Solution [L-Dromoran]
363489	butorphanol Injectable Solution [Stadol]
363929	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Hydro-PC II]
363952	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Hydrotuss HC]
363953	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Hydro-Tuss XP]
363964	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Endotuss-HD]
363965	methadone Oral Solution [Methadose]
363971	guaifenesin / hydrocodone Oral Solution [Vicotuss]
363972	guaifenesin / hydrocodone Oral Solution [Vicodin Tuss]
363974	guaifenesin / hydrocodone Oral Solution [Vi Q Tuss]
363975	guaifenesin / hydrocodone Oral Solution [Propatuss Expectorant]
363977	guaifenesin / hydrocodone Oral Solution [Medcodin]
363978	guaifenesin / hydrocodone Oral Solution [M-Clear]
363979	guaifenesin / hydrocodone Oral Solution [Kwelcof]
363980	guaifenesin / hydrocodone Oral Solution [Hydrotuss]
363981	guaifenesin / hydrocodone Oral Solution [Hydrocod-GF]
363982	guaifenesin / hydrocodone Oral Solution [Hycotuss Expectorant]
363983	guaifenesin / hydrocodone Oral Solution [Hycosin Expectorant]
363984	guaifenesin / hydrocodone Oral Solution [Hycoclear]
363985	guaifenesin / hydrocodone Oral Solution [Hycoclar Tuss]
363986	guaifenesin / hydrocodone Oral Solution [Gua HC]
363987	guaifenesin / hydrocodone Oral Solution [G-Tuss]
363988	guaifenesin / hydrocodone Oral Solution [Fentuss Expectorant]
363989	guaifenesin / hydrocodone Oral Solution [Entuss]
363990	guaifenesin / hydrocodone Oral Solution [Codotuss]
363991	guaifenesin / hydrocodone Oral Solution [Codiclear DH]
363992	guaifenesin / hydrocodone Oral Solution [Co-Tussin]
363993	guaifenesin / hydrocodone Oral Solution [Co-Tuss V Expectorant]
363994	guaifenesin / hydrocodone Oral Solution [Cleartuss DH]
364024	codeine / guaifenesin / pseudoephedrine Oral Solution [Nucochem]
364028	codeine / guaifenesin / pseudoephedrine Oral Solution [Novahistine Expectorant]
364030	codeine / guaifenesin / pseudoephedrine Oral Solution [Novadyne Expectorant]
364031	codeine / guaifenesin / pseudoephedrine Oral Solution [Mytussin DAC]
364032	codeine / guaifenesin / pseudoephedrine Oral Solution [Medent C]
364034	codeine / guaifenesin / pseudoephedrine Oral Solution [Halotussin DAC]
364036	codeine / guaifenesin / pseudoephedrine Oral Solution [Guiatuss DAC]
364037	codeine / guaifenesin / pseudoephedrine Oral Solution [Guaifen DAC]
364038	codeine / guaifenesin / pseudoephedrine Oral Solution [Guaiatussin DAC]
364039	codeine / guaifenesin / pseudoephedrine Oral Solution [Gua PC]
364040	codeine / guaifenesin / pseudoephedrine Oral Solution [Dihistine]
364048	codeine / guaifenesin / pseudoephedrine Oral Solution [Cheratu
364050	codeine / guaifenesin / pseudoephedrine Oral Solution [Nucofed Expectorant]
364052	codeine / guaifenesin / pseudoephedrine Oral Solution [KG-Fed Expectorant]
364054	codeine / guaifenesin / pseudoephedrine Oral Solution [Cycofed Expectorant]
364055	codeine / guaifenesin / pseudoephedrine Oral Solution [Codafed]
364058	codeine / guaifenesin / phenylpropanolamine Oral Solution [Statuss]
364063	codeine / guaifenesin / phenylpropanolamine Oral Solution [Chemdal Expectorant]
364065	codeine / guaifenesin / phenylpropanolamine Oral Solution [Enditussin Expectorant]
364066	codeine / guaifenesin / phenylpropanolamine Oral Solution [Endal Expectorant]
364067	codeine / guaifenesin / phenylpropanolamine Oral Solution [Efasin Expectorant SF]
364073	codeine / guaifenesin Oral Solution [Bron-Tuss]
364079	oxycodone Oral Solution [Roxicodone]
364080	oxycodone Oral Solution [Oxyfast]
364086	morphine Oral Solution [Roxanol]
364089	acetaminophen / codeine Oral Solution [Tylenol with Codeine]
364127	guaifenesin / hydrocodone Oral Solution [Cotuss-V]
364137	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [SRC Expectorant]
364143	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Spantuss HD]
364144	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Poly Tussin XP]
364145	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Nalex Expectorant]
364146	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Medtuss HD]
364147	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Med-Hist Expectorant]
364148	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [KG-Tuss HD]
364149	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Hytussin Expectorant]
364151	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Deconamine CX]
364384	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Atuss MS]
364396	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Hydron CP]
364407	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Hydrotussin HD]
364420	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Endal-HD]
364488	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Tussin V]
364489	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Tussend]
364490	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Q-V Tussin]
364491	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Pancof HC]
364492	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Notuss]
364494	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [KG-Tussin]
364495	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Hyphed]
364497	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Hexatussin]
364498	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Amtussin]
364499	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [A-G Tussin]
364500	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Tuss-DS]
364501	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Poly-Tussin]
364502	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [B-Tuss]
364503	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Maxi-Tuss HC]
364504	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Ed-Tuss HC]
364505	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Atuss HD]
364506	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Chlorgest HD]
364507	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Uni Tuss HC]
364508	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Tussive HC]
364509	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [TUSS HC]
364511	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Nasatuss]
364512	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Maxi-Tuss SA]
364516	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Hydrocodone CP]
364517	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Histussin-HC]
364520	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Hi-Tuss HC]
364521	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [H-C Tussive]
364522	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Exo-Tuss]
364523	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Enplus-HD]
364524	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [ENDAL HD PLUS]
364526	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Duradal HD Plus]
364527	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Ditussin-HC]
364528	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Cytuss HC]
364529	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Comtussin HC]
364530	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Chemtussin HC]
364532	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Vanex-HD]
364534	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Rindal-HD]
364535	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Quindal HD]
364536	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Med-Hist-HC]
364537	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [KG-Dal HD]
364538	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Iodal HD]
364539	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Hyphen-HD]
364540	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Hydrocodone HD]
364541	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Guiaphen HD]
364542	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Enditussin-HD]
364543	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Endagen-HD]
364544	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Efasin-HD]
364545	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Ed-TLC]
364546	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Duradal HD]
364547	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Cyndal HD]
364548	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Chlorphen HD]
364549	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Chemdal HD]
364551	chlorpheniramine / hydrocodone Oral Solution [S-T Forte 2]
364552	chlorpheniramine / codeine / pseudoephedrine Oral Solution [Phenylhistine DH]
364555	chlorpheniramine / codeine / pseudoephedrine Oral Solution [Novahistine DH]
364556	chlorpheniramine / codeine / pseudoephedrine Oral Solution [Novadyne DH]
364557	chlorpheniramine / codeine / pseudoephedrine Oral Solution [Dihistine DH]
364558	chlorpheniramine / codeine / pseudoephedrine Oral Solution [Decohistine DH]
364559	chlorpheniramine / codeine / pseudoephedrine Oral Solution [Codehist DH]
364560	chlorpheniramine / codeine / pseudoephedrine Oral Solution [Co-Histine DH]
364571	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Pancof XP]
364595	codeine / guaifenesin / pseudoephedrine Oral Solution [Nucodine Expectorant]
364610	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Vanacon]
364708	acetaminophen / oxycodone Oral Solution [Roxicet]
364763	oxycodone Oral Solution [Oxydose]
364766	morphine Oral Solution [Rescudose]
364842	hydrocodone / pseudoephedrine Oral Solution [Iotussin D Liquid]
364843	hydrocodone / pseudoephedrine Oral Solution [Hytussin]
364845	hydrocodone / pseudoephedrine Oral Solution [Histussin D]
364846	hydrocodone / pseudoephedrine Oral Solution [Histinex D]
364849	hydrocodone / pseudoephedrine Oral Solution [Entuss-D Liquid]
364855	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Vanex Expectorant]
364856	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Tussend Expectorant]
364857	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Tussadur-HD]
364859	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Hydrotuss HD]
364860	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Entuss D]
364862	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Drituss HD]
364863	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Decotuss-HD]
364879	guaifenesin / hydrocodone / pheniramine / phenylephrine / phenylpropanolamine Oral Solution [S-T Forte]
364893	codeine / guaifenesin / pseudoephedrine Oral Solution [Phenylhistine Expectorant]
364905	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [De-Chlor HD]
364908	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [De-Chlor HC]
364914	codeine / guaifenesin Oral Solution [Diabetic Tussin C]
366218	morphine Oral Capsule [MSIR]
366243	meperidine / promethazine Oral Capsule [Meprozine]
366244	meperidine / promethazine Oral Capsule [Mepergan Fortis]
366382	aspirin / caffeine / dihydrocodeine Oral Capsule [Synalgos-DC]
366383	aspirin / butalbital / caffeine / codeine Oral Capsule [Fiortal with Codeine]
366384	aspirin / butalbital / caffeine / codeine Oral Capsule [Fiorinal with Codeine]
366422	acetaminophen / oxycodone Oral Capsule [Tylox]
366423	acetaminophen / oxycodone Oral Capsule [Roxilox]
366449	acetaminophen / chlorpheniramine / codeine / phenylephrine Oral Capsule [Colrex]
366498	acetaminophen / butalbital / caffeine / codeine Oral Capsule [Phrenilin with Caff
366536	acetaminophen / butalbital / caffeine / codeine Oral Capsule [
366545	tramadol Oral Capsule [Zydol]
366587	acetaminophen / hydrocodone Oral Capsule [Hydrogesic]
366606	acetaminophen / hydrocodone Oral Capsule [Vendone]
366607	acetaminophen / hydrocodone Oral Capsule [Ugesic]
366608	acetaminophen / hydrocodone Oral Capsule [T-Gesic]
366610	acetaminophen / hydrocodone Oral Capsule [Polygesic]
366612	acetaminophen / hydrocodone Oral Capsule [Oncet]
366613	acetaminophen / hydrocodone Oral Capsule [Medipain 5]
366614	acetaminophen / hydrocodone Oral Capsule [Margesic-H]
366615	acetaminophen / hydrocodone Oral Capsule [Lorcet]
366616	acetaminophen / hydrocodone Oral Capsule [Hydrocet]
366617	acetaminophen / hydrocodone Oral Capsule [Hycomed]
366618	acetaminophen / hydrocodone Oral Capsule [Hyco-pap]
366619	acetaminophen / hydrocodone Oral Capsule [Dolagesic]
366620	acetaminophen / hydrocodone Oral Capsule [Dolacet]
366621	acetaminophen / hydrocodone Oral Capsule [Ceta Plus]
366622	acetaminophen / hydrocodone Oral Capsule [Bancap HC]
366623	acetaminophen / hydrocodone Oral Capsule [Anolor DH5]
366624	acetaminophen / hydrocodone Oral Capsule [Allay]
366726	codeine / pseudoephedrine Oral Capsule [Nucofed]
366919	morphine Extended Release Oral Capsule [Kadian]
367140	morphine Extended Release Oral Capsule [Avinza]
367214	fentanyl Oral Lozenge [Actiq]
367561	morphine Rectal Suppository [Roxanol]
367563	morphine Rectal Suppository [RMS]
367573	"belladonna extract, USP / opium Rectal Suppository [B & O Supprettes 16-A]"
367574	"belladonna extract, USP / opium Rectal Suppository [B & O Supprettes 15-A]"
367699	chlorpheniramine / hydrocodone / pseudoephedrine Oral Tablet [Tussend]
367843	acetaminophen / hydrocodone Oral Tablet [Lorcet]
367869	acetaminophen / hydrocodone Oral Tablet [Panacet]
367870	acetaminophen / hydrocodone Oral Tablet [Hy-Phen]
367871	acetaminophen / hydrocodone Oral Tablet [DuoCet]
367872	acetaminophen / hydrocodone Oral Tablet [Co-Gesic]
367971	morphine Oral Tablet [MSIR]
368030	acetaminophen / codeine Oral Tablet [Margesic #3]
368031	acetaminophen / codeine Oral Tablet [EZ III]
368082	acetaminophen / hydrocodone Oral Tablet [Vanacet]
368148	acetaminophen / hydrocodone Oral Tablet [Maxidone]
368158	oxycodone Oral Tablet [Roxicodone]
368308	hydrocodone / ibuprofen Oral Tablet [Vicoprofen]
368362	acetaminophen / hydrocodone Oral Tablet [Lortab]
368584	aspirin / oxycodone Oral Tablet [Roxiprin]
368603	aspirin / oxycodone Oral Tablet [Percodan]
368604	aspirin / oxycodone Oral Tablet [Endodan]
368680	guaifenesin / hydrocodone / pseudoephedrine Oral Tablet [Deconamine CX]
368712	acetaminophen / caffeine / chlorpheniramine / hydrocodone / phenylephrine Oral Tablet [Hycomine Compound]
368760	oxycodone Oral Tablet [Percolone]
368761	oxycodone Oral Tablet [M-Oxy]
368791	naltrexone Oral Tablet [ReVia]
368798	naloxone / pentazocine Oral Tablet [Talwin NX]
368846	methadone Oral Tablet [Methadose]
368847	methadone Oral Tablet [Dolophine]
368872	guaifenesin / hydrocodone Oral Tablet [Entuss]
368895	hydromorphone Oral Tablet [Dilaudid]
368913	levorphanol Oral Tablet [L-Dromoran]
369017	aspirin / hydrocodone Oral Tablet [Panasal]
369018	aspirin / hydrocodone Oral Tablet [Lortab ASA]
369019	aspirin / hydrocodone Oral Tablet [Damason-P]
369020	aspirin / hydrocodone Oral Tablet [Azdone]
369021	aspirin / hydrocodone Oral Tablet [Alor]
369140	aspirin / codeine Oral Tablet [Empirin with Codeine]
369248	acetaminophen / codeine Oral Tablet [Tylenol with Codeine]
369266	hydrocodone / pseudoephedrine Oral Tablet [P-V-Tussin]
369283	tramadol Oral Tablet [Ultram]
369336	homatropine / hydrocodone Oral Tablet [Tussigon]
369485	acetaminophen / caffeine / dihydrocodeine Oral Tablet [Panlor SS]
369486	acetaminophen / tramadol Oral Tablet [Ultracet]
369896	morphine Extended Release Oral Tablet [MS Contin]
370158	oxycodone Extended Release Oral Tablet [Oxycontin]
370641	acetaminophen / hydrocodone Oral Tablet
370642	acetaminophen / hydrocodone Oral Capsule
370643	aspirin / hydrocodone Oral Tablet
370644	homatropine / hydrocodone Oral Tablet
370652	hydromorphone Injectable Solution
370653	hydromorphone Oral Solution
370654	hydromorphone Oral Tablet
370655	hydromorphone Rectal Suppository
370676	hydrocodone / ibuprofen Oral Tablet
370748	acetaminophen / codeine Oral Capsule
370751	acetaminophen / codeine Oral Solution
370752	acetaminophen / codeine Oral Suspension
370754	acetaminophen / codeine Oral Tablet
370759	acetaminophen / hydrocodone Oral Solution
370763	acetaminophen / dihydrocodeine Oral Tablet
370943	aspirin / codeine Oral Tablet
370998	belladonna alkaloids / opium Rectal Suppository
371161	buprenorphine Sublingual Tablet
371174	butorphanol Injectable Solution
371454	chlorpheniramine / hydrocodone Oral Solution
371608	codeine / papaverine Oral Capsule
371609	codeine Injectable Solution
371610	codeine Oral Solution
371611	codeine Disintegrating Oral Tablet
371613	codeine Oral Tablet
371616	codeine / guaifenesin Oral Solution
371618	codeine / guaifenesin Oral Tablet
371763	dextromethorphan / guaifenesin Oral Capsule
371764	dextromethorphan / guaifenesin Extended Release Oral Capsule
371765	dextromethorphan / guaifenesin Oral Suspension
371766	dextromethorphan / guaifenesin Oral Solution
371768	dextromethorphan / guaifenesin Oral Tablet
371769	dextromethorphan / guaifenesin Extended Release Oral Tablet
371778	heroin Injectable Solution
371779	heroin Oral Tablet
371836	dihydrocodeine Injectable Solution
371838	dihydrocodeine Oral Tablet
371839	dihydrocodeine Extended Release Oral Tablet
371986	dyphylline / guaifenesin Oral Capsule
371988	dyphylline / guaifenesin Oral Solution
371990	dyphylline / guaifenesin Oral Tablet
372025	ephedrine / guaifenesin Oral Capsule
372026	ephedrine / guaifenesin Oral Tablet
372159	droperidol / fentanyl Injectable Solution
372160	fentanyl Injectable Solution
372161	fentanyl Oral Lozenge
372356	ammonium chloride / guaifenesin Oral Tablet
372357	Guaifenesin Capsules
372358	Guaifenesin Oral Solution
372360	guaifenesin Oral Tablet
372361	guaifenesin Extended Release Oral Tablet
372362	bismuth camphocarbonate / guaifenesin Rectal Suppository
372363	guaifenesin / menthol Oral Solution
372410	hydrocodone Oral Tablet
372412	guaifenesin / hydrocodone Oral Solution
372414	guaifenesin / hydrocodone Oral Tablet
372427	hydromorphone Extended Release Oral Capsule
372455	codeine / ibuprofen Oral Tablet
372456	codeine / ibuprofen Extended Release Oral Tablet
372592	levorphanol Injectable Solution
372593	levorphanol Oral Tablet
372764	meperidine Injectable Solution
372766	meperidine Oral Tablet
372767	atropine / meperidine Injectable Solution
372806	methadone Oral Solution
372807	methadone Injectable Solution
