RXNORM	STR
368798	naloxone / pentazocine Oral Tablet [Talwin NX]
368846	methadone Oral Tablet [Methadose]
368847	methadone Oral Tablet [Dolophine]
368895	hydromorphone Oral Tablet [Dilaudid]
368913	levorphanol Oral Tablet [L-Dromoran]
369017	aspirin / hydrocodone Oral Tablet [Panasal]
369018	aspirin / hydrocodone Oral Tablet [Lortab ASA]
369019	aspirin / hydrocodone Oral Tablet [Damason-P]
369020	aspirin / hydrocodone Oral Tablet [Azdone]
369021	aspirin / hydrocodone Oral Tablet [Alor]
369140	aspirin / codeine Oral Tablet [Empirin with Codeine]
369248	acetaminophen / codeine Oral Tablet [Tylenol with Codeine]
369266	hydrocodone / pseudoephedrine Oral Tablet [P-V-Tussin]
369283	tramadol Oral Tablet [Ultram]
369336	homatropine / hydrocodone Oral Tablet [Tussigon]
369485	acetaminophen / caffeine / dihydrocodeine Oral Tablet [Panlor SS]
369486	acetaminophen / tramadol Oral Tablet [Ultracet]
369896	morphine Extended Release Oral Tablet [MS Contin]
370158	oxycodone Extended Release Oral Tablet [Oxycontin]
370641	acetaminophen / hydrocodone Oral Tablet
370642	acetaminophen / hydrocodone Oral Capsule
370643	aspirin / hydrocodone Oral Tablet
370644	homatropine / hydrocodone Oral Tablet
370652	hydromorphone Injectable Solution
370653	hydromorphone Oral Solution
370654	hydromorphone Oral Tablet
370655	hydromorphone Rectal Suppository
370676	hydrocodone / ibuprofen Oral Tablet
370748	acetaminophen / codeine Oral Capsule
370751	acetaminophen / codeine Oral Solution
370752	acetaminophen / codeine Oral Suspension
370754	acetaminophen / codeine Oral Tablet
370759	acetaminophen / hydrocodone Oral Solution
370763	acetaminophen / dihydrocodeine Oral Tablet
370943	aspirin / codeine Oral Tablet
370998	belladonna alkaloids / opium Rectal Suppository
371161	buprenorphine Sublingual Tablet
371174	butorphanol Injectable Solution
371454	chlorpheniramine / hydrocodone Oral Solution
371609	codeine Injectable Solution
371610	codeine Oral Solution
371611	codeine Disintegrating Oral Tablet
371613	codeine Oral Tablet
371616	codeine / guaifenesin Oral Solution
371618	codeine / guaifenesin Oral Tablet
371778	heroin Injectable Solution
371779	heroin Oral Tablet
371836	dihydrocodeine Injectable Solution
371838	dihydrocodeine Oral Tablet
371839	dihydrocodeine Extended Release Oral Tablet
372160	fentanyl Injectable Solution
372161	fentanyl Oral Lozenge
372410	hydrocodone Oral Tablet
372412	guaifenesin / hydrocodone Oral Solution
372414	guaifenesin / hydrocodone Oral Tablet
372427	hydromorphone Extended Release Oral Capsule
372455	codeine / ibuprofen Oral Tablet
372456	codeine / ibuprofen Extended Release Oral Tablet
372592	levorphanol Injectable Solution
372593	levorphanol Oral Tablet
372764	meperidine Injectable Solution
372766	meperidine Oral Tablet
372806	methadone Oral Solution
372807	methadone Injectable Solution
372808	methadone Oral Tablet
372956	morphine Injectable Solution
372957	morphine Rectal Suppository
372959	morphine Oral Tablet
372960	morphine Extended Release Oral Tablet
372961	morphine Oral Capsule
372966	cyclizine / morphine Injectable Solution
372986	nalbuphine Injectable Solution
372989	naloxone Injectable Solution
372990	naltrexone Oral Tablet
373195	oxycodone Oral Capsule
373196	oxycodone Oral Solution
373198	oxycodone Oral Tablet
373199	acetaminophen / oxycodone Oral Solution
373200	acetaminophen / oxycodone Oral Tablet
373275	pentazocine Injectable Solution
373678	codeine / pseudoephedrine Oral Capsule
373680	codeine / pseudoephedrine Oral Tablet
373681	hydrocodone / pseudoephedrine Oral Solution
373682	hydrocodone / pseudoephedrine Oral Tablet
374169	tramadol Oral Capsule
374170	tramadol Injectable Solution
374171	tramadol Oral Solution
374173	tramadol Oral Tablet
374174	tramadol Extended Release Oral Tablet
374389	meperidine / promethazine Oral Capsule
374654	morphine Extended Release Oral Capsule
374689	codeine / guaifenesin / pseudoephedrine Oral Solution
374696	guaifenesin / hydrocodone / pseudoephedrine Oral Solution
374697	guaifenesin / hydrocodone / pseudoephedrine Oral Tablet
374711	aspirin / oxycodone Oral Tablet
374756	aspirin / butalbital / caffeine / codeine Oral Capsule
374757	aspirin / caffeine / dihydrocodeine Oral Capsule
374759	chlorpheniramine / hydrocodone / pseudoephedrine Oral Tablet
374760	aspirin / carisoprodol / codeine Oral Tablet
374787	acetaminophen / caffeine / dihydrocodeine Oral Capsule
374790	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution
374804	chlorpheniramine / codeine / pseudoephedrine Oral Solution
374808	chlorpheniramine / hydrocodone / phenylephrine Oral Solution
374830	acetaminophen / butalbital / caffeine / codeine Oral Capsule
375568	morphine Disintegrating Oral Tablet
375581	acetaminophen / oxycodone Oral Capsule
375674	acetaminophen / caffeine / dihydrocodeine Oral Tablet
375684	brompheniramine / guaifenesin / hydrocodone Oral Solution
375719	codeine / promethazine Oral Solution
375805	dihydrocodeine Oral Capsule
376065	brompheniramine / codeine / phenylephrine Oral Solution
376068	codeine / guaifenesin / phenylephrine Oral Solution
376076	codeine / phenylephrine / promethazine Oral Solution
376079	aluminum hydroxide / aspirin / codeine / magnesium hydroxide O
376084	acetaminophen / butalbital / caffeine / codeine Oral Tablet
376085	aspirin / butalbital / caffeine / codeine Oral Tablet
376200	chlorpheniramine / codeine Oral Solution
376420	chlorpheniramine / codeine / phenylephrine Oral Solution
377949	opium Oral Solution
378124	acetaminophen / caffeine / codeine Oral Tablet
378257	guaifenesin / hydrocodone Extended Release Oral Tablet
378309	hydromorphone Oral Powder
378347	brompheniramine / codeine / phenylpropanolamine Oral Solution
378360	chlorpheniramine / guaifenesin / hydrocodone / pseudoephedrine Oral Solution
378591	codeine / pseudoephedrine Oral Solution
378712	acetaminophen / tramadol Oral Tablet
378762	buprenorphine / naloxone Sublingual Tablet
378789	chlorpheniramine / codeine Extended Release Suspension
378790	chlorpheniramine / hydrocodone Extended Release Suspension
379112	buprenorphine 0.6 MG
379186	fentanyl / ropivacaine Injectable Solution
379273	codeine / kaolin Oral Suspension
379297	naloxone / pentazocine Oral Tablet
379511	tramadol Injectable Solution [Zamadol]
379512	tramadol Oral Capsule [Zamadol]
379518	tramadol Oral Capsule [Tramake]
379523	tramadol Extended Release Oral Capsule
379525	tramadol Oral Tablet [Zydol]
384589	morphine Rectal Suppository [Sevredol]
384590	morphine Extended Release Oral Tablet [MST Continus]
384592	morphine Oral Tablet [Sevredol]
384593	buprenorphine Sublingual Tablet [Subutex]
384598	methadone Oral Tablet [Physeptone]
385094	oxycodone Extended Release Oral Tablet
385569	hydromorphone Oral Capsule
385937	methadone Oral Solution [Martindale Methadone DTF]
385938	morphine Extended Release Oral Capsule [M-Eslon]
386071	methadone Oral Solution [Methex]
386076	hydromorphone Oral Capsule [Palladone]
386099	morphine Extended Release Oral Capsule [Zomorph]
388506	72 HR buprenorphine 0.07 MG/HR Transdermal System
388507	72 HR buprenorphine 0.0525 MG/HR Transdermal System
388508	72 HR buprenorphine 0.035 MG/HR Transdermal System
393210	heroin Oral Solution
402341	oxycodone Injectable Solution
402411	tramadol Disintegrating Oral Tablet
404413	buprenorphine 2 MG Sublingual Tablet [Subutex]
404414	buprenorphine 8 MG Sublingual Tablet [Subutex]
404788	chlorpheniramine / dihydrocodeine / phenylephrine
405927	chlorpheniramine / dihydrocodeine / phenylephrine Oral Solutio
406163	chlorpheniramine / dihydrocodeine / phenylephrine Oral Solution [Pancof-PD]
406249	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Relacon-HC]
406276	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Triant-HC]
406646	chlorpheniramine maleate 0.5 MG/ML / hydrocodone bitartrate 0.334 MG/ML / pseudoephedrine HCl
410214	codeine 100 MG Oral Capsule
410215	codeine 60 MG Oral Capsule
410216	codeine 10 MG Oral Capsule
410217	codeine 25 MG Oral Capsule
410241	codeine 35 MG / guaifenesin 90 MG Oral Capsule
410660	codeine 30 MG Oral Capsule
412091	codeine 30 MG Extended Release Oral Capsule
421234	codeine 2.2 MG/ML Extended Release Suspension
421803	codeine 2 MG/ML Oral Suspension
421811	codeine 2.3 MG/ML Oral Suspension
421812	codeine 2.22 MG/ML Oral Suspension
421994	codeine 1.17 MG/ML Oral Solution
422075	heroin 1 MG/ML Oral Solution
422569	codeine 1.5 MG/ML Oral Suspension
422628	acetaminophen 40 MG/ML / codeine 1 MG/ML Oral Suspension
422629	codeine 1 MG/ML Oral Suspension
430796	tramadol 100 MG Oral Tablet
431722	12 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet
432481	ASA 325 MG / Oxycodone 2.5 MG Oral Tablet
432565	acetaminophen 400 MG / codeine 20 MG Oral Tablet
438582	codeine Oral Suspension
438583	codeine Oral Capsule
438588	codeine Extended Release Suspension
438589	codeine Extended Release Oral Capsule
438611	chlorpheniramine / codeine Oral Suspension
439017	dihydrocodeine Oral Suspension
439020	dihydrocodeine Extended Release Oral Capsule
439950	codeine / guaifenesin Oral Capsule
466489	codeine / guaifenesin / pseudoephedrine
466514	Chlorphenamine- and hydrocodone- and pseudoephedrine-containing product
466568	Chlorphenamine- and codeine- and pseudoephedrine-containing product
477397	morphine sulfate liposomal
483322	ibuprofen / oxycodone Oral Tablet
484259	ibuprofen / oxycodone
485090	methadone 45 MG/ML Oral Solution
491666	Lorcet
539396	tramadol Oral Capsule [Tramalgin]
540437	acetaminophen / codeine Oral Tablet [Phenco-Care]
540520	acetaminophen / codeine Oral Tablet [Vopac]
541045	oxycodone Oral Capsule [Oxynorm]
541046	oxycodone hydrochloride 5 MG Oral Capsule [Oxynorm]
541049	oxycodone Oral Capsule [Oxyrapid]
541050	oxycodone hydrochloride 5 MG Oral Capsule [Oxyrapid]
541099	hydromorphone Extended Release Oral Capsule [Palladone]
541334	acetaminophen / hydrocodone Oral Tablet [Vidone]
542149	acetaminophen / hydrocodone Oral Capsule [Dolorex Forte]
542209	naltrexone Oral Tablet [Depade]
542941	Hycet
542943	acetaminophen / hydrocodone Oral Solution [Hycet]
543047	guaifenesin / hydrocodone Oral Solution [Marcof]
543048	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Marcof]
543233	guaifenesin / hydrocodone Oral Solution [Maxi Tuss HCG]
543260	codeine 4.56 MG/ML Oral Solution
544163	chlorpheniramine / hydrocodone Oral Suspension
544565	hydromorphone Oral Solution [Dilaudid]
546141	codeine / guaifenesin / pseudoephedrine Oral Solution [Sudatuss 2 DF]
546142	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral
546145	codeine / guaifenesin / pseudoephedrine Oral Solution [C Tussin]
546329	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Cordron HC]
546354	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Tyrodone Expectorant]
561993	morphine 64 MG/ML Injectable Solution
562647	"belladonna extract, USP 16.2 MG / opium 30 MG Rectal Suppository"
562648	"belladonna extract, USP 16.2 MG / opium 60 MG Rectal Suppository"
563827	cyclizine 50 MG/ML / morphine 10 MG/ML [Cyclimorph]
563829	cyclizine 50 MG/ML / morphine 15 MG/ML [Cyclimorph]
563846	buprenorphine 0.2 MG [Subutex]
563847	buprenorphine 0.4 MG [Subutex]
566435	buprenorphine 0.3 MG/ML [Buprenex]
566565	droperidol 2.5 MG/ML / fentanyl 0.05 MG/ML [Innovar]
567813	naloxone 0.5 MG / pentazocine 50 MG [Talwin NX]
573815	"belladonna extract, USP 16.2 MG / opium 30 MG [B & O Supprettes 15-A]"
573817	"belladonna extract, USP 16.2 MG / opium 60 MG [B & O Supprettes 16-A]"
574121	fentanyl 0.05 MG/ML [Sublimaze]
574353	fentanyl 0.2 MG [Actiq]
574354	fentanyl 0.6 MG [Actiq]
574355	fentanyl 0.8 MG [Actiq]
574356	fentanyl 1.2 MG [Actiq]
574357	fentanyl 1.6 MG [Actiq]
574418	fentanyl 0.025 MG/HR [Duragesic]
574419	fentanyl 0.05 MG/HR [Duragesic]
574420	fentanyl 0.075 MG/HR [Duragesic]
574656	fentanyl 0.1 MG/HR [Duragesic]
574688	fentanyl 0.4 MG [Actiq]
576375	buprenorphine 2 MG [Subutex]
576376	buprenorphine 8 MG [Subutex]
577056	fentanyl 0.012 MG/HR
577057	72 HR fentanyl 0.012 MG/HR Transdermal System
577170	chlorpheniramine / hydrocodone / pseudoephedrine Extended Release Oral Capsule
577203	guaifenesin / hydrocodone Extended Release Oral Capsule
578168	fentanyl 0.002 MG/ML / ropivacaine 0.001 MG/ML Injectable Solution
578170	fentanyl 0.002 MG/ML / ropivacaine 0.002 MG/ML Injectable Solution
578171	fentanyl 0.003 MG/ML / ropivacaine 0.001 MG/ML Injectable Solution
578172	fentanyl 0.005 MG/ML / ropivacaine 0.001 MG/ML Injectable Solution
578412	ibuprofen / oxycodone Oral Tablet [Combunox]
578933	codeine / guaifenesin / pseudoephedrine Oral Solution [Guaitussin DAC]
578934	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral
579458	Reprexain
582336	codeine / guaifenesin Oral Solution [Guaitussin AC]
582337	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Guaitussin AC]
583405	ibuprofen 450 MG / oxycodone 5 MG Oral Tablet
583489	fentanyl 0.012 MG/HR [Duragesic]
583490	72 HR fentanyl 0.012 MG/HR Transdermal System [Duragesic]
602171	oxycodone Oral Tablet [Endocodone]
604667	chlorpheniramine / phenylephrine / pyrilamine Oral Solution [P
604669	chlorpheniramine maleate 0.4 MG/ML / phenylephrine hydrochlori
604761	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Tusana D]
604891	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Notuss PD]
604900	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Uni-Tricof HC]
604920	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Pediatex HC]
605998	chlorpheniramine / codeine
607628	oxycodone Oral Solution [ETH-Oxydose]
608008	meperidine Oral Solution
616197	guaiacolsulfonic acid 70 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution
616518	tramadol Extended Release Oral Tablet [Ultram]
617841	chlorpheniramine / hydrocodone Extended Release Suspension [HyTan]
629032	acetaminophen 500 MG / oxycodone 50 MG Oral Capsule
630712	guaifenesin / hydrocodone Oral Solution [Flutuss XP]
630830	hydrocodone / pseudoephedrine Extended Release Suspension
636556	Vivitrol
636561	acetaminophen / caffeine / dihydrocodeine Oral Tablet [Zerlor]
637213	"NALTREXONE (EQV-VIVITROL) 380MG/VIL INJ,SUSP,SA"
637216	naltrexone 380 MG Injection [Vivitrol]
637538	oxycodone hydrochloride 4.5 MG
637539	oxycodone terephthalate 0.38 MG
637540	aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone te
637541	aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG [Percodan]
637542	ASA 325 MG / Oxycodone Hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet [Pe
643113	oxymorphone Oral Tablet
643115	oxymorphone Extended Release Oral Tablet
643147	Opana
643149	oxymorphone Extended Release Oral Tablet [Opana]
643157	oxymorphone Oral Tablet [Opana]
647099	acetaminophen / oxycodone Oral Tablet [Narvox]
647168	guaifenesin / hydrocodone Oral Solution [Canges XP]
647311	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Relasin HC]
647370	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Z-Cof HC]
657357	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Drotuss CP]
664835	guaifenesin / hydrocodone Oral Solution [Z-Cof HCX]
665109	chlorpheniramine / hydrocodone / pseudoephedrine Oral Suspension
668362	fentanyl Buccal Tablet
668363	fentanyl 0.1 MG Buccal Tablet
668364	fentanyl 0.2 MG Buccal Tablet
668365	fentanyl 0.4 MG Buccal Tablet
668366	fentanyl 0.6 MG Buccal Tablet
668367	fentanyl 0.8 MG Buccal Tablet
668619	Fentora
668620	fentanyl 0.1 MG [Fentora]
668621	fentanyl Buccal Tablet [Fentora]
668622	fentanyl 0.1 MG Buccal Tablet [Fentora]
668623	fentanyl 0.2 MG [Fentora]
668624	fentanyl 0.2 MG Buccal Tablet [Fentora]
668625	fentanyl 0.4 MG [Fentora]
668626	fentanyl 0.4 MG Buccal Tablet [Fentora]
668627	fentanyl 0.6 MG [Fentora]
668628	fentanyl 0.6 MG Buccal Tablet [Fentora]
668629	fentanyl 0.8 MG [Fentora]
668630	fentanyl 0.8 MG Buccal Tablet [Fentora]
670009	Diskets
670069	tramadol Disintegrating Oral Tablet [Ultram]
670630	acetaminophen / oxycodone Oral Capsule [Taxadone]
672067	chlorpheniramine / hydrocodone / phenylephrine Oral Solution [NUDAL HD]
672195	codeine / guaifenesin Oral Solution [Tussi Organidin]
672333	guaifenesin / hydrocodone Oral Solution [Monte-G HC]
686358	acetaminophen / hydrocodone Oral Solution [Liquicet]
689380	chlorpheniramine / codeine / phenylephrine
689512	aspirin / caffeine / dihydrocodeine
689522	aspirin / carisoprodol / codeine
689561	acetaminophen / butalbital / caffeine / codeine
689569	acetaminophen / caffeine / dihydrocodeine
690082	codeine / guaifenesin / phenylephrine
690647	brompheniramine / codeine / phenylephrine
700585	aspirin / butalbital / caffeine / codeine Oral Capsule [Ascomp
702130	bromodiphenhydramine / codeine Oral Solution
706007	chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [M-End]
706027	acetaminophen / hydrocodone Oral Capsule [Panlor]
706898	fentanyl 0.3 MG Buccal Tablet
706899	fentanyl 0.3 MG [Fentora]
706900	fentanyl 0.3 MG Buccal Tablet [Fentora]
724134	hydrocodone / ibuprofen Oral Tablet [Reprexain]
724542	oxycodone terephthalate 0.19 MG
724546	aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG [Endodan]
724547	ASA 325 MG / Oxycodone Hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet [En
724613	oxycodone hydrochloride 2.25 MG
724614	aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone t
724619	aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG [Percodan]
724620	ASA 325 MG / Oxycodone Hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet [P
725817	guaiacolsulfonate / hydrocodone Oral Solution [Hy-KXP]
725830	guaiacolsulfonate / hydrocodone Oral Solution [Mintuss NX]
725833	guaiacolsulfonate / hydrocodone Oral Solution [Entuss Expectorant]
725834	guaiacolsulfonate / hydrocodone Oral Solution [Marcof Expectorant]
725835	guaiacolsulfonate / hydrocodone Oral Solution [Prolex DH]
725836	guaiacolsulfonate / hydrocodone Oral Solution [Protuss]
725837	guaiacolsulfonate / hydrocodone Oral Solution [Hydron EX]
725838	guaiacolsulfonate / hydrocodone Oral Solution [Procof]
725840	guaiacolsulfonate / hydrocodone Oral Solution [Protex]
725859	guaiacolsulfonate / hydrocodone Oral Solution [Hydron KGS]
725960	Atuss EX 2.5/120 (hydrocodone / guaiacolsulfonate) per 5 ML Oral Solution
726000	guaiacolsulfonate / hydrocodone Oral Solution [Atuss EX]
726020	guaiacolsulfonate / hydrocodone Oral Solution
727348	naloxone Prefilled Syringe
727616	meperidine Prefilled Syringe
727759	2 ML fentanyl 0.05 MG/ML Cartridge
728628	guaifenesin / hydrocodone Oral Solution [Relasin-HCX]
729846	fentanyl 0.003 MG/ML Injectable Solution
730982	chlorpheniramine / hydrocodone Extended Release Oral Capsule
730984	TussiCaps
730986	chlorpheniramine / hydrocodone Extended Release Oral Capsule [
745773	codeine / guaifenesin Oral Solution [Tusso C]
746611	Trezix
746613	acetaminophen / caffeine / dihydrocodeine Oral Capsule [Trezix
